"sol:0","sol:1","sol:2","anal2","error2","Points:0","Points:1","Points:2"
4.4684,0.46765,0,2.8706,0.13315,1.8648,1.5937,0.13315
4.1883,1.208,0,2.6933,0.12458,1.6376,1.6763,0.12458
4.8322,1.6556,0,3.1772,0.13791,1.5568,1.4663,0.13791
5.1568,0.68779,0,3.3906,0.14718,1.8193,1.3657,0.14718
4.6726,1.0131,0,3.0306,0.13683,1.7186,1.5225,0.13683
6.7444,0.84265,0,4.9216,0.1519,1.7754,0.79405,0.1519
6.3331,0.15068,0,4.4519,0.15676,1.9613,0.93922,0.15676
5.8758,0.66786,0,4.0016,0.15618,1.8323,1.1235,0.15618
6.209,1.7619,0,4.3493,0.15498,1.5735,1.0549,0.15498
6.2964,0.87714,0,4.4142,0.15686,1.7793,0.97872,0.15686
1.4607,-0.34725,0,1.1803,0.023368,2.3106,2.7747,0.023368
1.7262,0.17812,0,1.2989,0.035607,1.8671,2.6596,0.035607
2.0694,-0.31053,0,1.453,0.051366,2.1887,2.5016,0.051366
1.5651,-0.10801,0,1.2314,0.027815,2.0904,2.7361,0.027815
-0.44639,-1.723,0,-0.30349,0.011908,5.1319,2.5403,0.011908
-0.37772,-1.1477,0,-0.30777,0.0058298,5.4711,2.7231,0.0058298
-0.19524,-1.3366,0,-0.13635,0.0049078,4.9965,2.8002,0.0049078
-0.30027,-1.2699,0,-0.22896,0.0059428,5.2236,2.7616,0.0059428
-0.1933,1.334,0,-0.135,0.004858,-0.99474,2.8021,0.004858
-0.37634,1.1465,0,-0.30673,0.0058012,-1.4698,2.7249,0.0058012
-0.44128,1.7168,0,-0.29997,0.011776,-1.1293,2.545,0.011776
-0.29826,1.2673,0,-0.22759,0.0058889,-1.2221,2.7638,0.0058889
5.797,-2.4289,0,4.019,0.14817,2.5799,1.193,0.14817
5.5563,-1.2829,0,3.7382,0.15151,2.3225,1.2424,0.15151
6.2949,-1.1869,0,4.415,0.15666,2.295,0.99643,0.15666
6.8118,-2.5044,0,4.9919,0.15165,2.5854,0.93064,0.15165
6.1154,-1.8463,0,4.2645,0.15424,2.4457,1.087,0.15424
5.1562,-7.0242,0,4.1811,0.081254,3.3571,1.1637,0.081254
3.8545,-5.6313,0,2.8357,0.084902,3.3445,1.435,0.084902
4.5959,-4.4838,0,3.2648,0.11093,3.0759,1.4106,0.11093
5.7787,-5.2451,0,4.3943,0.11537,3.0881,1.1677,0.11537
4.8446,-5.6124,0,3.6383,0.10052,3.2198,1.294,0.10052
6.4742,5.0859,0,5.0204,0.12115,0.97352,1.06,0.12115
5.2298,4.5541,0,3.7942,0.11964,0.97635,1.2887,0.11964
4.2603,5.7864,0,3.1815,0.089898,0.69041,1.3647,0.089898
5.6229,7.1083,0,4.6391,0.081986,0.67186,1.1069,0.081986
5.4117,5.691,0,4.1464,0.10544,0.82219,1.2056,0.10544
-0.30468,-7.0225,0,-0.18748,0.0097671,4.2044,1.4642,0.0097671
-1.159,-8.5186,0,-0.93565,0.01861,4.2639,1.2499,0.01861
-2.1538,-7.1435,0,-1.6616,0.041018,4.5044,1.3107,0.041018
-1.2174,-6.3618,0,-0.86,0.029782,4.4292,1.4902,0.029782
-1.2051,-7.307,0,-0.9008,0.025355,4.3459,1.3767,0.025355
-1.2146,6.272,0,-0.85355,0.030088,-0.43765,1.5021,0.030088
-2.1282,7.0349,0,-1.6308,0.041448,-0.51225,1.3233,0.041448
-1.1901,8.4553,0,-0.95785,0.019352,-0.27126,1.2547,0.019352
-0.34293,6.9721,0,-0.21553,0.010617,-0.21406,1.4695,0.010617
-1.2189,7.2107,0,-0.90625,0.026054,-0.3554,1.3868,0.026054
6.9233,-0.097219,0,5.3161,0.13393,2.0313,0.58108,0.13393
7.4423,1.3673,0,5.8065,0.13632,1.5917,0.58796,0.13632
6.9941,0.287,0,5.735,0.10493,1.8747,0.38826,0.10493
7.0214,0.59187,0,5.3934,0.13567,1.8141,0.5911,0.13567
-0.70666,5.4862,0,-0.44745,0.021601,-0.40134,1.6679,0.021601
-0.99656,4.9943,0,-0.64488,0.029307,-0.54016,1.7112,0.029307
-1.5867,5.4286,0,-1.0981,0.040724,-0.62266,1.5604,0.040724
-1.1346,5.5519,0,-0.76319,0.03095,-0.50151,1.6088,0.03095
-1.6328,-5.5211,0,-1.1373,0.041292,4.6185,1.5424,0.041292
-1.0237,-5.0709,0,-0.66658,0.029759,4.5369,1.6952,0.029759
-0.71092,-5.5639,0,-0.45256,0.02153,4.3947,1.6549,0.02153
-1.1567,-5.6391,0,-0.78285,0.031152,4.4959,1.5937,0.031152
7.2556,-0.65041,0,6.0091,0.10388,2.2835,0.37487,0.10388
7.6028,-1.4192,0,6.0274,0.13128,2.4406,0.54393,0.13128
6.7728,-0.71279,0,4.9694,0.15028,2.1938,0.76559,0.15028
7.1157,-0.75341,0,5.5144,0.13344,2.2403,0.56934,0.13344
1.2194,1.7515,0,0.92581,0.024463,0.64574,2.6057,0.024463
1.043,1.1017,0,0.88832,0.012894,0.83433,2.8262,0.012894
0.77805,1.5136,0,0.6583,0.0099795,0.37009,2.7769,0.0099795
0.93196,1.3141,0,0.78787,0.012007,0.60887,2.8022,0.012007
3.6323,0.85181,0,2.3186,0.10948,1.7095,1.8733,0.10948
3.3127,1.3327,0,2.1302,0.09854,1.5151,1.9637,0.09854
3.7933,1.8112,0,2.4508,0.11187,1.425,1.7795,0.11187
3.7319,1.3067,0,2.3927,0.1116,1.5707,1.8232,0.1116
4.8107,-1.2562,0,3.142,0.13906,2.3407,1.4766,0.13906
4.6564,-0.35884,0,3.0045,0.13766,2.1008,1.5313,0.13766
5.3307,-0.27726,0,3.5241,0.15055,2.0719,1.3061,0.15055
5.0877,-0.787,0,3.3386,0.14576,2.208,1.3886,0.14576
-5.5898,7.8242,0,-5.0213,0.04737,-0.71144,0.91057,0.04737
-5.6515,5.2254,0,-4.6956,0.079659,-1.0246,0.8581,0.079659
-7.7754,5.4537,0,-7.0791,0.058021,-0.96339,0.63232,0.058021
-6.779,6.6926,0,-6.1162,0.055236,-0.85275,0.782,0.055236
-7.8241,-5.4449,0,-7.1363,0.05732,4.9629,0.6274,0.05732
-5.7322,-5.2351,0,-4.7795,0.079394,5.023,0.84757,0.079394
-5.6467,-7.8618,0,-5.0905,0.046345,4.7097,0.90461,0.046345
-6.8505,-6.7098,0,-6.2014,0.054096,4.8512,0.77528,0.054096
-6.0429,-0.87127,0,-5.5787,0.03868,5.4004,0.1678,0.03868
-8.6022,-2.6408,0,-7.9509,0.054278,5.1276,0.31961,0.054278
-8.2279,-1.2488,0,-7.7742,0.037806,5.1921,0.1608,0.037806
-8.5953,2.6629,0,-7.9412,0.054513,-1.1271,0.32245,0.054513
-6.0578,0.89144,0,-5.5857,0.039341,-1.3989,0.17133,0.039341
-8.2289,1.2612,0,-7.772,0.038074,-1.1919,0.16241,0.038074
5.9377,-0.18322,0,4.0542,0.15696,2.0462,1.0939,0.15696
5.5688,0.24546,0,3.7233,0.15379,1.9374,1.225,0.15379
0.77268,-1.5385,0,0.65201,0.010056,3.6442,2.7699,0.010056
1.0728,-1.1702,0,0.89679,0.014669,3.1832,2.7993,0.014669
1.2108,-1.85,0,0.91326,0.024794,3.3968,2.5817,0.024794
0.93712,-1.3602,0,0.78549,0.012636,3.4092,2.7875,0.012636
5.4393,2.3689,0,3.7081,0.14427,1.4187,1.2886,0.14427
5.6041,3.3261,0,3.9442,0.13833,1.2264,1.2444,0.13833
6.6137,3.2612,0,4.8626,0.14593,1.2733,1.0161,0.14593
5.9933,2.6558,0,4.2129,0.14836,1.3782,1.1466,0.14836
8.8838,0.89644,0,8.1658,0.059832,1.3445,0.17387,0.059832
10.839,2.6507,0,10.028,0.067577,1.1085,0.3265,0.067577
10.682,1.2812,0,10.122,0.046684,1.161,0.16461,0.046684
6.7202,-0.1674,0,6.0026,0.059799,2.1393,0.19133,0.059799
8.0059,-0.68266,0,7.274,0.060995,2.5268,0.17939,0.060995
7.1649,-0.41607,0,6.4374,0.060622,2.3378,0.18649,0.060622
-0.60562,1.2134,0,-0.50985,0.0079808,-1.7156,2.4067,0.0079808
-1.2118,1.6502,0,-0.9938,0.018167,-1.7254,1.8219,0.018167
-0.97403,1.9499,0,-0.71499,0.021587,-1.4546,2.1045,0.021587
-0.87239,1.4456,0,-0.72024,0.012679,-1.72,2.11,0.012679
-0.98448,-1.9587,0,-0.72268,0.021817,5.4554,2.0965,0.021817
-1.2182,-1.6533,0,-0.99905,0.018266,5.7255,1.817,0.018266
-0.60724,-1.2141,0,-0.51133,0.0079923,5.7165,2.4043,0.0079923
-0.87601,-1.4476,0,-0.72329,0.012726,5.7205,2.1063,0.012726
0.67075,-3.5767,0,0.51451,0.01302,3.9972,2.1617,0.01302
0.73081,-2.4063,0,0.57119,0.013302,3.8742,2.4976,0.013302
1.2955,-2.694,0,0.92799,0.03063,3.5761,2.3401,0.03063
1.3852,-3.6999,0,0.97877,0.033866,3.6928,2.0799,0.033866
1.0014,-3.0965,0,0.7334,0.022334,3.7953,2.2714,0.022334
1.46,3.6914,0,1.0268,0.036095,0.33763,2.0731,0.036095
1.3593,2.6256,0,0.96957,0.03248,0.47192,2.3465,0.03248
0.7525,2.3879,0,0.58635,0.013846,0.14393,2.5013,0.013846
0.69434,3.571,0,0.53006,0.01369,0.014421,2.1626,0.01369
1.0459,3.0742,0,0.76235,0.02363,0.23052,2.273,0.02363
9.4481,-2.3991,0,8.2282,0.10166,2.7618,0.40807,0.10166
10.422,-1.5199,0,9.7328,0.057459,2.8198,0.20609,0.057459
10.928,-2.4241,0,10.172,0.062965,2.8877,0.29565,0.062965
9.2493,3.0498,0,7.9025,0.11223,1.2004,0.51789,0.11223
9.8119,5.4151,0,8.955,0.071409,0.94529,0.62922,0.071409
10.513,4.0472,0,9.6339,0.073257,1.037,0.48224,0.073257
8.0461,5.3524,0,6.7467,0.10829,0.97285,0.83117,0.10829
7.5054,7.8253,0,6.8232,0.05685,0.70175,0.88623,0.05685
8.8036,6.7035,0,8.0246,0.064916,0.83268,0.76385,0.064916
7.2021,-4.001,0,5.5608,0.13678,2.8462,0.9241,0.13678
8.0584,-2.571,0,6.4181,0.13669,2.6546,0.64607,0.13669
7.6826,-3.2653,0,5.9929,0.14081,2.7384,0.79316,0.14081
7.8825,3.1453,0,6.214,0.13905,1.2722,0.74462,0.13905
7.3059,4.1754,0,5.6984,0.13396,1.1277,0.91147,0.13396
-3.8406,-4.4699,0,-2.9289,0.075971,5.1176,1.1266,0.075971
-5.2892,-3.1448,0,-4.3292,0.079992,5.3249,0.69631,0.079992
-3.7088,-2.7705,0,-2.9184,0.065867,5.4731,0.94361,0.065867
-4.6692,-3.914,0,-3.6938,0.081286,5.2323,0.91015,0.081286
-3.6703,2.7803,0,-2.8834,0.065572,-1.4725,0.95571,0.065572
-5.2436,3.1736,0,-4.2826,0.080081,-1.3238,0.70802,0.080081
-3.7586,4.4414,0,-2.8555,0.075252,-1.1195,1.1428,0.075252
-4.5994,3.9147,0,-3.6283,0.08093,-1.2332,0.92349,0.08093
4.9138,-2.2438,0,3.2771,0.13639,2.5833,1.4341,0.13639
4.1533,-2.0037,0,2.7042,0.12076,2.5884,1.6606,0.12076
4.1103,-1.174,0,2.6389,0.12261,2.3577,1.7026,0.12261
4.4967,-1.665,0,2.9296,0.13059,2.4675,1.5681,0.13059
-0.77251,-2.2325,0,-0.51867,0.021153,5.1648,2.2429,0.021153
-1.0043,-2.82,0,-0.65934,0.028744,5.0545,2.0498,0.028744
-1.4063,-2.7982,0,-0.97387,0.036037,5.2406,1.8547,0.036037
-1.035,-2.4371,0,-0.70908,0.027163,5.2328,2.0666,0.027163
-1.3796,2.775,0,-0.95448,0.035425,-1.2402,1.8684,0.035425
-0.98065,2.7893,0,-0.643,0.028138,-1.0538,2.0642,0.028138
-0.7599,2.2166,0,-0.51003,0.020823,-1.1633,2.2526,0.020823
-1.018,2.4191,0,-0.69709,0.026741,-1.2319,2.0776,0.026741
4.8845,-3.324,0,3.3525,0.12766,2.8267,1.4115,0.12766
3.7605,-3.689,0,2.5501,0.10086,3.0448,1.6438,0.10086
4.0626,-2.8593,0,2.6963,0.11385,2.8162,1.6387,0.11385
4.3325,-3.5859,0,2.9569,0.11464,2.9407,1.5248,0.11464
5.9187,-3.7377,0,4.2737,0.13708,2.8346,1.1725,0.13708
5.3761,-2.9284,0,3.7077,0.13904,2.7063,1.3026,0.13904
8.732,-1.5486,0,7.5656,0.097204,2.632,0.33543,0.097204
8.3852,-2.0131,0,6.9212,0.122,2.6174,0.48972,0.122
8.152,1.3307,0,6.8952,0.10473,1.4677,0.36875,0.10473
8.2003,2.1847,0,6.6386,0.13015,1.3842,0.55775,0.13015
-2.4242,-5.9188,0,-1.7858,0.0532,4.7002,1.3805,0.0532
-2.5259,-5.0166,0,-1.8189,0.058923,4.8753,1.4192,0.058923
-1.7586,-4.6538,0,-1.2032,0.046278,4.8017,1.6128,0.046278
-2.0829,-5.2786,0,-1.4757,0.050598,4.749,1.49,0.050598
-1.7035,4.5776,0,-1.1596,0.04532,-0.80454,1.6328,0.04532
-2.445,4.9415,0,-1.7505,0.057871,-0.87763,1.4402,0.057871
-2.3636,5.8162,0,-1.7295,0.052836,-0.70682,1.3979,0.052836
-2.0193,5.1875,0,-1.4218,0.049789,-0.75332,1.5099,0.049789
2.9462,1.6866,0,1.9166,0.085799,1.3343,2.0619,0.085799
2.8737,0.9345,0,1.8673,0.083863,1.605,2.1444,0.083863
2.6096,1.3083,0,1.7202,0.074119,1.4082,2.2144,0.074119
2.9359,1.3189,0,1.9057,0.085849,1.4648,2.0962,0.085849
3.5614,4.4881,0,2.4817,0.089976,0.77443,1.6007,0.089976
4.3831,3.7892,0,3.0163,0.11391,1.025,1.5001,0.11391
3.7785,2.9843,0,2.507,0.10595,1.1127,1.7025,0.10595
3.0758,3.4197,0,2.061,0.084573,0.88034,1.8259,0.084573
3.705,3.6834,0,2.5103,0.099558,0.94708,1.6564,0.099558
2.4003,0.53426,0,1.6136,0.065557,1.7249,2.3518,0.065557
3.1747,0.56107,0,2.0376,0.094758,1.7817,2.0471,0.094758
2.8651,0.22111,0,1.861,0.083681,1.9043,2.1733,0.083681
2.8203,0.55937,0,1.8366,0.081976,1.7557,2.1824,0.081976
7.3625,-5.7645,0,6.0832,0.10661,3.0865,0.92654,0.10661
6.5673,-4.6821,0,5.0345,0.12773,2.9635,1.0471,0.12773
0.34004,-1.7235,0,0.3134,0.0022207,4.1561,2.7486,0.0022207
0.57006,-1.6919,0,0.49101,0.0065874,3.8966,2.7481,0.0065874
0.34441,1.717,0,0.31694,0.0022889,-0.15066,2.751,0.0022889
0.57642,1.6829,0,0.49631,0.006676,0.11197,2.7505,0.006676
2.0862,-3.6763,0,1.4286,0.054799,3.4381,1.9841,0.054799
1.8664,-2.7624,0,1.2794,0.048914,3.3285,2.2107,0.048914
2.3768,-2.6712,0,1.5898,0.065581,3.1229,2.1045,0.065581
2.711,-3.4407,0,1.8229,0.074011,3.2116,1.9032,0.074011
2.2619,-3.1392,0,1.5269,0.061255,3.2754,2.0502,0.061255
9.2178,-0.99848,0,8.5105,0.058938,2.6963,0.17643,0.058938
6.9576,0.32383,0,6.2298,0.060654,1.7353,0.18989,0.060654
7.6728,0.59087,0,6.9352,0.061467,1.537,0.18321,0.061467
0.72321,-4.751,0,0.55354,0.014139,4.0011,1.8818,0.014139
0.037408,-4.7613,0,0.087193,0.0041488,4.2354,1.8645,0.0041488
0.002569,-3.692,0,0.066995,0.0053688,4.3231,2.1091,0.0053688
0.35096,-4.1637,0,0.30115,0.0041507,4.1422,2.0124,0.0041507
0.010235,3.6685,0,0.072222,0.0051655,-0.32128,2.1159,0.0051655
0.030242,4.7333,0,0.082405,0.0043469,-0.23952,1.87,0.0043469
0.73282,4.7603,0,0.5601,0.014393,0.002036,1.8797,0.014393
0.35792,4.1521,0,0.30583,0.0043413,-0.13959,2.0154,0.0043413
-1.6994,-3.7342,0,-1.156,0.045281,5.0135,1.7037,0.045281
-2.516,-3.9211,0,-1.8015,0.059544,5.1291,1.441,0.059544
-1.9307,-2.6261,0,-1.4249,0.042156,5.4467,1.5702,0.042156
-1.9085,-3.2756,0,-1.3394,0.047428,5.2103,1.636,0.047428
-1.9036,2.614,0,-1.4039,0.041647,-1.4466,1.582,0.041647
-2.4542,3.8825,0,-1.752,0.058513,-1.1303,1.4589,0.058513
-1.6527,3.6895,0,-1.121,0.044309,-1.0135,1.7218,0.044309
-1.8663,3.2469,0,-1.3074,0.046573,-1.2101,1.6524,0.046573
2.7023,2.4862,0,1.7852,0.076426,1.0227,2.0448,0.076426
2.0134,2.6054,0,1.3692,0.053676,0.76965,2.2082,0.053676
2.2744,3.6541,0,1.5491,0.060443,0.62415,1.9549,0.060443
2.514,3.0375,0,1.6823,0.069306,0.82494,2.0106,0.069306
1.7502,-0.83918,0,1.2847,0.038786,2.5849,2.5993,0.038786
1.2836,-0.77259,0,1.0645,0.018259,2.7452,2.8041,0.018259
1.3719,-0.56481,0,1.127,0.020413,2.528,2.7952,0.020413
4.0053,-0.40526,0,2.5527,0.12106,2.1279,1.7517,0.12106
3.8597,0.27529,0,2.4563,0.11695,1.9102,1.8036,0.11695
4.247,-9.1e-05,0,2.7131,0.12783,2,1.6702,0.12783
-3.2064,5.6859,0,-2.4246,0.065155,-0.83944,1.2629,0.065155
-2.9931,4.7239,0,-2.1972,0.06633,-0.99884,1.323,0.06633
-3.2922,-5.7739,0,-2.5054,0.065563,4.8337,1.2454,0.065563
-3.0819,-4.7809,0,-2.2737,0.067347,4.9966,1.303,0.067347
-3.5614,7.4644,0,-2.9317,0.052475,-0.62826,1.1362,0.052475
-2.8721,6.5133,0,-2.2078,0.055356,-0.67461,1.2742,0.055356
-3.6222,-7.5633,0,-3.0018,0.051698,4.6225,1.1247,0.051698
-2.9289,-6.6205,0,-2.267,0.055159,4.6669,1.2599,0.055159
-3.2457,1.4434,0,-2.8085,0.036436,-1.76,0.66954,0.036436
-3.8597,0.70892,0,-3.5267,0.027748,-1.7265,0.26126,0.027748
-4.4912,1.6948,0,-3.8083,0.056913,-1.5716,0.50618,0.056913
-3.5321,1.0138,0,-3.1559,0.031345,-1.7703,0.43011,0.031345
-4.4853,-1.6465,0,-3.8142,0.055925,5.5768,0.49337,0.055925
-3.8438,-0.68738,0,-3.5199,0.02699,5.7296,0.2546,0.02699
-3.2525,-1.4278,0,-2.8181,0.036203,5.7616,0.66154,0.036203
-3.5194,-0.98568,0,-3.1532,0.030517,5.7747,0.42059,0.030517
2.3495,-4.7736,0,1.6526,0.058071,3.5226,1.751,0.058071
1.4949,-4.817,0,1.0745,0.03503,3.7592,1.8324,0.03503
1.8302,-4.2513,0,1.2796,0.045881,3.6029,1.9099,0.045881
1.5537,4.8581,0,1.1156,0.036509,0.25498,1.8199,0.036509
2.5325,4.8541,0,1.7841,0.062365,0.51111,1.7143,0.062365
1.9521,4.2732,0,1.3608,0.049273,0.43162,1.8903,0.049273
3.3318,0.15871,0,2.1282,0.1003,1.9407,1.9953,0.1003
3.3912,-0.39837,0,2.1648,0.1022,2.146,1.9704,0.1022
2.7703,-0.32854,0,1.8092,0.080095,2.147,2.2089,0.080095
3.0727,-0.083401,0,1.9771,0.091296,2.0338,2.0937,0.091296
1.6775,1.7243,0,1.196,0.040124,0.92167,2.4791,0.040124
1.575,2.181,0,1.1156,0.038279,0.70313,2.4083,0.038279
1.5377,0.55577,0,1.2019,0.027985,1.5404,2.722,0.027985
2.1312,0.93678,0,1.47,0.055095,1.4695,2.4329,0.055095
1.9341,0.53447,0,1.3846,0.045789,1.6546,2.5491,0.045789
1.6871,-1.9901,0,1.1893,0.041481,3.1768,2.4207,0.041481
1.5174,-2.3268,0,1.0758,0.0368,3.3702,2.3879,0.0368
-0.37956,-2.2325,0,-0.22068,0.01324,4.8359,2.4378,0.01324
-0.68998,-2.6403,0,-0.43245,0.021461,4.9352,2.216,0.021461
-0.57163,-2.1941,0,-0.3666,0.017086,5.022,2.3624,0.017086
-0.6747,2.6144,0,-0.42225,0.021038,-0.93421,2.2276,0.021038
-0.37086,2.22,0,-0.21478,0.013006,-0.83222,2.4446,0.013006
-0.56243,2.1802,0,-0.36044,0.016832,-1.0202,2.3701,0.016832
-0.56202,-4.0305,0,-0.32199,0.020003,4.5372,1.9549,0.020003
-0.63242,-3.2601,0,-0.37424,0.021515,4.7195,2.1046,0.021515
-0.20072,-2.7907,0,-0.076415,0.010359,4.5531,2.327,0.010359
-0.33679,-3.4321,0,-0.1656,0.014266,4.5276,2.1297,0.014266
-0.1926,2.7732,0,-0.070948,0.010138,-0.55048,2.3336,0.010138
-0.61752,3.2257,0,-0.36415,0.021114,-0.71973,2.1161,0.021114
-0.54147,3.9808,0,-0.30741,0.019504,-0.53641,1.9688,0.019504
-0.31881,3.3958,0,-0.15333,0.01379,-0.52378,2.1419,0.01379
4.3491,2.391,0,2.8668,0.12352,1.3319,1.5872,0.12352
3.3031,2.2611,0,2.1521,0.095918,1.2204,1.8966,0.095918
3.809,2.3743,0,2.4891,0.10999,1.2704,1.7405,0.10999
7.0943,-7.893,0,6.3774,0.059744,3.3201,0.92401,0.059744
8.3355,-6.9514,0,7.526,0.067462,3.1959,0.81275,0.067462
0.026916,-1.4509,0,0.056385,0.0024558,4.592,2.826,0.0024558
-0.14012,-1.7761,0,-0.061594,0.0065435,4.7315,2.6642,0.0065435
-0.08331,-1.3831,0,-0.039928,0.0036152,4.7871,2.8253,0.0036152
-0.13605,1.7722,0,-0.058632,0.0064513,-0.72762,2.6668,0.0064513
0.028603,1.451,0,0.057808,0.0024337,-0.5894,2.8262,0.0024337
-0.081952,1.382,0,-0.038879,0.0035894,-0.78533,2.8262,0.0035894
1.1874,0.73603,0,1.0213,0.013839,1.2254,2.8504,0.013839
1.53,0.9458,0,1.1697,0.030026,1.2584,2.6753,0.030026
1.3021,0.61901,0,1.0901,0.017665,1.393,2.8192,0.017665
-2.2383,1.9437,0,-1.835,0.033608,-1.7139,1.2369,0.033608
-1.6651,1.8445,0,-1.3585,0.025552,-1.7176,1.5329,0.025552
-2.2531,-1.9438,0,-1.8477,0.033784,5.714,1.2297,0.033784
-1.676,-1.8476,0,-1.3675,0.025712,5.7176,1.5266,0.025712
3.1737,-4.3852,0,2.1958,0.081487,3.2813,1.6816,0.081487
2.5547,-6.1977,0,1.9075,0.053936,3.6202,1.518,0.053936
3.0026,-5.2799,0,2.1531,0.070793,3.4428,1.591,0.070793
2.6991,6.3389,0,2.0294,0.055811,0.3942,1.4867,0.055811
3.2732,5.4193,0,2.3662,0.075583,0.58945,1.5374,0.075583
0.035171,-2.0303,0,0.080735,0.003797,4.4765,2.6137,0.003797
-0.16462,-2.2278,0,-0.062442,0.0085149,4.6376,2.5063,0.0085149
0.0392,2.0256,0,0.083681,0.0037068,-0.47296,2.616,0.0037068
-0.16139,2.2151,0,-0.060444,0.0084122,-0.63749,2.5112,0.0084122
3.5051,0.46613,0,2.2345,0.10588,1.8345,1.9277,0.10588
-0.54588,-4.8442,0,-0.31932,0.018879,4.4231,1.7969,0.018879
-1.1177,-4.3341,0,-0.72027,0.033117,4.6879,1.7932,0.033117
-0.81323,-4.5657,0,-0.50444,0.025732,4.5471,1.8109,0.025732
-1.0814,4.2713,0,-0.69326,0.032345,-0.68823,1.8106,0.032345
-0.53435,4.7786,0,-0.3102,0.018679,-0.42685,1.8106,0.018679
-0.78645,4.5004,0,-0.48443,0.025168,-0.54812,1.8269,0.025168
0.1544,1.5891,0,0.16614,0.00097838,-0.38816,2.7904,0.00097838
0.1533,-1.5943,0,0.16529,0.00099974,4.3892,2.7883,0.00099974
0.55995,-9.998,0,0.52041,0.0032947,4.0176,1.1456,0.0032947
-2.822,-9.6539,0,-2.5571,0.022071,4.3746,1.064,0.022071
-1.172,-9.994,0,-1.0459,0.010506,4.2015,1.1157,0.010506
-2.8201,9.587,0,-2.5456,0.022878,-0.37868,1.0685,0.022878
0.53107,10.022,0,0.49477,0.0030252,-0.020663,1.1434,0.0030252
-1.2027,9.9582,0,-1.0716,0.01092,-0.20595,1.1176,0.01092
-6.8501,-3.079,0,-5.9363,0.076152,5.2241,0.49704,0.076152
-8.4275,-4.0685,0,-7.7309,0.058054,5.053,0.47532,0.058054
-6.8219,3.1146,0,-5.9033,0.076551,-1.2231,0.50453,0.076551
-8.397,4.0865,0,-7.6949,0.058507,-1.0532,0.47914,0.058507
2.8593,-0.95109,0,1.8593,0.083335,2.4036,2.1488,0.083335
2.2802,-0.87974,0,1.5476,0.061053,2.4679,2.3783,0.061053
2.4974,-0.60512,0,1.6633,0.06951,2.2982,2.3088,0.06951
2.4327,-1.4589,0,1.6212,0.067621,2.6944,2.2626,0.067621
1.9617,-1.4047,0,1.3666,0.049598,2.8149,2.4394,0.049598
2.1077,-1.1418,0,1.4524,0.054614,2.6405,2.4201,0.054614
-0.054551,-5.8081,0,0.015497,0.0058373,4.2073,1.6614,0.0058373
-0.31393,-5.2565,0,-0.162,0.01266,4.313,1.7432,0.01266
-0.077137,5.7644,0,-0.00023148,0.0064088,-0.21528,1.6678,0.0064088
-0.321,5.1951,0,-0.16612,0.012907,-0.31998,1.7539,0.012907
6.6515,0.075142,0,5.9345,0.059749,1.9372,0.19258,0.059749
-1.1125,-3.5447,0,-0.71699,0.032955,4.8697,1.9127,0.032955
-0.86288,-3.0747,0,-0.54425,0.026552,4.8927,2.0693,0.026552
-1.08,3.4993,0,-0.69389,0.032179,-0.86902,1.9294,0.032179
-0.84066,3.0395,0,-0.529,0.025972,-0.89189,2.0834,0.025972
1.5063,-1.3295,0,1.1263,0.031667,2.9808,2.6157,0.031667
2.1486,-2.0125,0,1.4546,0.057827,2.9946,2.2792,0.057827
1.8282,-1.6836,0,1.2824,0.045479,2.9924,2.4386,0.045479
3.1728,-3.0133,0,2.1025,0.089195,3.0054,1.853,0.089195
2.7659,-2.4676,0,1.8237,0.078517,2.9555,2.0294,0.078517
2.9339,-2.1127,0,1.9178,0.084681,2.8088,2.0228,0.084681
3.4238,-2.4346,0,2.2372,0.098884,2.8067,1.8458,0.098884
3.0813,-2.5108,0,2.0213,0.088336,2.8943,1.9352,0.088336
1.9833,1.3751,0,1.3792,0.050343,1.2067,2.436,0.050343
1.3681,1.1361,0,1.0687,0.024951,1.0502,2.7041,0.024951
1.6544,1.3061,0,1.2078,0.037217,1.1064,2.5671,0.037217
3.4955,-1.7611,0,2.2559,0.1033,2.5989,1.8765,0.1033
3.7866,-2.262,0,2.4679,0.1099,2.7026,1.7545,0.1099
2.0513,-8.0898,0,1.6859,0.030451,3.8066,1.3158,0.030451
0.93216,-6.8929,0,0.7447,0.015622,3.966,1.5013,0.015622
1.4752,-5.9777,0,1.1062,0.030748,3.8293,1.6268,0.030748
1.7714,-6.8256,0,1.3696,0.033482,3.8039,1.4855,0.033482
1.4942,6.0413,0,1.1228,0.030955,0.17237,1.6156,0.030955
0.90352,6.9254,0,0.72431,0.014934,0.028251,1.4969,0.014934
2.092,8.2152,0,1.7306,0.030113,0.19478,1.3003,0.030113
1.8081,6.9343,0,1.4046,0.033619,0.19832,1.4689,0.033619
3.4636,-1.0623,0,2.2173,0.10386,2.3756,1.9249,0.10386
3.7415,-0.75653,0,2.3861,0.11295,2.252,1.8377,0.11295
-4.2764,8.8304,0,-3.8517,0.035393,-0.54804,1.0043,0.035393
-4.3151,-8.9014,0,-3.9047,0.034194,4.5445,0.99805,0.034194
-1.4248,-4.071,0,-0.9445,0.040021,4.8432,1.7557,0.040021
-1.3801,4.0143,0,-0.9112,0.039077,-0.84317,1.7743,0.039077
3.2129,-3.634,0,2.1663,0.087216,3.1352,1.7687,0.087216
