"sol:0","sol:1","sol:2","anal2","error2","Points:0","Points:1","Points:2"
9.0949,3.6444,0,7.7212,0.11447,1.1489,0.5991,0.11447
9.2876,4.7746,0,8.1259,0.096806,1.0212,0.65465,0.096806
8.4851,4.8089,0,7.142,0.11192,1.0351,0.75577,0.11192
8.411,5.9853,0,7.3341,0.089739,0.90276,0.79751,0.089739
9.3744,6.104,0,8.5685,0.067162,0.88837,0.69602,0.067162
7.5568,5.8962,0,6.3285,0.10236,0.90212,0.90116,0.10236
7.2392,7.0481,0,6.2889,0.079196,0.76641,0.92852,0.079196
8.2091,7.3257,0,7.4919,0.05977,0.76666,0.82442,0.05977
7.7564,8.6056,0,7.3775,0.031576,0.64478,0.84759,0.031576
9.158,7.4346,0,8.7207,0.036442,0.76991,0.73544,0.036442
7.6487,-4.4457,0,6.1143,0.12786,2.9109,0.86368,0.12786
7.4711,-3.6446,0,5.7983,0.1394,2.7924,0.85861,0.1394
8.1855,-3.6446,0,6.6079,0.13147,2.8101,0.73295,0.13147
6.7867,-3.5695,0,5.0734,0.14277,2.7791,0.98956,0.14277
7.2116,-2.8782,0,5.4406,0.14759,2.6619,0.86189,0.14759
7.5043,-2.1261,0,5.7631,0.1451,2.5445,0.71144,0.1451
7.9038,-2.9279,0,6.2274,0.1397,2.6965,0.7196,0.1397
8.5816,-2.875,0,7.0568,0.12707,2.7322,0.5915,0.12707
7.6565,4.7302,0,6.1759,0.12339,1.0503,0.87131,0.12339
6.9309,4.66,0,5.3938,0.12809,1.0506,0.98567,0.12809
8.3151,3.6485,0,6.7615,0.12947,1.1846,0.71233,0.12947
7.6486,3.6763,0,5.9966,0.13767,1.1999,0.82801,0.13767
7.4002,2.5744,0,5.6339,0.14719,1.3844,0.79163,0.14719
6.9381,3.6989,0,5.2427,0.14129,1.2005,0.96375,0.14129
-3.3415,-3.7604,0,-2.5034,0.069842,5.2476,1.1939,0.069842
-4.2798,-4.2381,0,-3.3276,0.079354,5.1749,1.0184,0.079354
-4.1841,-3.3019,0,-3.2808,0.075278,5.3527,0.9269,0.075278
-3.3096,-3.0143,0,-2.5397,0.064156,5.4254,1.1024,0.064156
-4.1998,-5.262,0,-3.2837,0.076337,4.9892,1.088,0.076337
-5.1883,-4.5219,0,-4.1937,0.082885,5.1277,0.87885,0.082885
-5.8726,-3.6316,0,-4.8813,0.082611,5.2294,0.682,0.082611
-5.0198,-3.5667,0,-4.0409,0.081575,5.2785,0.80322,0.081575
-4.7471,-2.6547,0,-3.868,0.07326,5.4296,0.69665,0.07326
-3.996,-2.5315,0,-3.207,0.065754,5.5038,0.8203,0.065754
-3.2665,3.0139,0,-2.5026,0.063658,-1.4252,1.1152,0.063658
-4.1314,3.3083,0,-3.2327,0.074898,-1.3528,0.93962,0.074898
-4.202,4.2246,0,-3.2562,0.07882,-1.1763,1.0331,0.07882
-3.2804,3.7426,0,-2.4515,0.069071,-1.2487,1.2088,0.069071
-3.9634,2.5505,0,-3.1752,0.065684,-1.5025,0.83226,0.065684
-4.7134,2.6833,0,-3.8329,0.07338,-1.4281,0.70841,0.073381
-4.9599,3.5825,0,-3.9828,0.08143,-1.2785,0.81574,0.08143
-5.8183,3.6572,0,-4.8252,0.082761,-1.229,0.69264,0.082761
-5.1126,4.5183,0,-4.1194,0.082774,-1.1289,0.89078,0.082774
-4.1121,5.22,0,-3.2003,0.075979,-0.99202,1.1026,0.075979
4.6572,-1.4659,0,3.0371,0.13501,2.4041,1.5223,0.13501
4.3002,-1.4117,0,2.7784,0.12682,2.4126,1.6353,0.12682
4.2549,-0.98919,0,2.7324,0.12687,2.2946,1.659,0.12687
5.0981,-2.0264,0,3.4056,0.14104,2.5198,1.3845,0.14104
4.6998,-1.9455,0,3.0945,0.13377,2.5254,1.5011,0.13377
4.7162,-2.4318,0,3.1405,0.1313,2.6434,1.4843,0.1313
4.3271,-2.2937,0,2.8445,0.12356,2.6459,1.5976,0.12356
4.3282,-1.8408,0,2.8182,0.12583,2.528,1.6143,0.12583
3.9771,-1.7416,0,2.5705,0.11721,2.5344,1.7257,0.11721
3.9603,-1.3412,0,2.5436,0.11806,2.419,1.7467,0.11806
-0.70534,-1.9257,0,-0.49248,0.017739,5.2764,2.3225,0.017739
-0.89884,-2.3402,0,-0.60951,0.024111,5.1988,2.1548,0.024111
-1.0185,-2.1945,0,-0.72034,0.024847,5.3441,2.0815,0.024847
-0.79954,-2.3949,0,-0.52808,0.022622,5.1078,2.2058,0.022622
-0.91027,-2.6922,0,-0.59498,0.026275,5.0527,2.1092,0.026275
-1.0271,-2.6278,0,-0.68835,0.028229,5.1436,2.0582,0.028229
-1.1468,-3.0196,0,-0.75797,0.032399,5.0497,1.9653,0.032399
-1.3694,-3.0157,0,-0.92945,0.036665,5.1427,1.8678,0.036665
-1.2089,-2.6183,0,-0.83195,0.031416,5.2367,1.9607,0.031416
-1.4084,-2.5317,0,-1.0023,0.03384,5.3541,1.8447,0.03384
-1.0048,2.1815,0,-0.71056,0.024524,-1.3432,2.0911,0.024524
-0.88416,2.3231,0,-0.59932,0.023737,-1.1976,2.1651,0.023737
-0.69701,1.9165,0,-0.48663,0.017532,-1.2746,2.3296,0.017532
-1.3872,2.5155,0,-0.98676,0.03337,-1.3538,1.8561,0.03337
-1.1875,2.5976,0,-0.81665,0.030904,-1.236,1.973,0.030904
-1.3398,2.9867,0,-0.90808,0.035974,-1.1422,1.8825,0.035974
-1.1192,2.9866,0,-0.73856,0.031719,-1.049,1.9804,0.031719
-1.0067,2.6039,0,-0.67416,0.027713,-1.1428,2.0709,0.027713
-0.89009,2.6648,0,-0.58115,0.025746,-1.0518,2.1224,0.025746
-0.78472,2.3751,0,-0.51799,0.022227,-1.1065,2.2167,0.022227
4.6912,-2.9508,0,3.1656,0.12714,2.7651,1.473,0.12714
4.6124,-3.4678,0,3.1565,0.12132,2.8837,1.4681,0.12132
4.1965,-3.2091,0,2.8209,0.11463,2.8785,1.5818,0.11463
4.2884,-2.7409,0,2.8487,0.11997,2.7598,1.5867,0.11997
5.0835,-3.7408,0,3.5602,0.12694,2.8917,1.3509,0.12694
4.4643,-4.016,0,3.1037,0.11339,3.0083,1.4677,0.11339
3.8187,-4.1033,0,2.6304,0.09903,3.1153,1.592,0.09903
4.0457,-3.65,0,2.7516,0.10785,2.9927,1.5843,0.10785
3.687,-3.3313,0,2.4692,0.10149,2.9815,1.6943,0.10149
3.8355,-2.937,0,2.5431,0.1077,2.8672,1.6918,0.1077
5.597,-2.6865,0,3.8695,0.14395,2.6431,1.2478,0.14395
5.1362,-2.575,0,3.4787,0.13812,2.6448,1.3683,0.13812
6.1883,-3.4625,0,4.4828,0.14212,2.7732,1.1138,0.14212
5.6339,-3.3181,0,3.9691,0.13873,2.7704,1.2375,0.13873
5.6192,-3.9821,0,4.0437,0.1313,2.8956,1.2314,0.1313
5.1381,-3.137,0,3.5348,0.13361,2.7665,1.357,0.13361
7.9505,-1.7099,0,6.422,0.12738,2.529,0.5168,0.12738
8.2527,-2.3071,0,6.6883,0.13037,2.636,0.56788,0.13037
8.2615,-1.3233,0,7.0556,0.1005,2.5517,0.34657,0.1005
8.5846,-1.8029,0,7.2548,0.11082,2.6248,0.41258,0.11082
9.0859,-1.6999,0,7.9646,0.093445,2.6841,0.32665,0.093445
8.8695,-2.211,0,7.5088,0.11339,2.6896,0.44891,0.11339
8.1012,2.674,0,6.4659,0.13627,1.3282,0.65118,0.13627
7.7764,1.7566,0,6.1677,0.13405,1.4879,0.57284,0.13405
8.679,2.5918,0,7.1993,0.12332,1.2923,0.53781,0.12332
8.6712,1.6133,0,7.453,0.10152,1.374,0.35791,0.10152
8.2387,1.7562,0,6.8038,0.11957,1.4259,0.46324,0.11957
7.7171,1.0479,0,6.448,0.10576,1.5675,0.37609,0.10576
-2.1593,-6.0989,0,-1.5835,0.047977,4.6319,1.4051,0.047977
-2.2465,-5.5886,0,-1.6213,0.052104,4.7246,1.4352,0.052104
-1.866,-5.4127,0,-1.3122,0.04615,4.6838,1.5162,0.04615
-2.5962,-5.7519,0,-1.9156,0.056711,4.7523,1.3642,0.056711
-2.6365,-5.2856,0,-1.9215,0.059581,4.8398,1.3836,0.059581
-2.3132,-5.1612,0,-1.6532,0.055001,4.8122,1.4546,0.055001
-2.3237,-4.6652,0,-1.6454,0.056529,4.9158,1.4811,0.056529
-1.9601,-4.5101,0,-1.3558,0.050355,4.879,1.5779,0.050355
-1.9134,-4.9561,0,-1.3307,0.048563,4.7754,1.5514,0.048563
-1.5794,-4.787,0,-1.0703,0.042419,4.7314,1.637,0.042419
-1.811,5.3203,0,-1.2655,0.045462,-0.68799,1.5351,0.045462
-2.184,5.4922,0,-1.5661,0.051497,-0.73008,1.4539,0.051497
-2.1135,5.9961,0,-1.5399,0.047799,-0.63902,1.421,0.047799
-1.5309,4.7097,0,-1.032,0.041577,-0.73405,1.6559,0.041577
-1.8543,4.873,0,-1.2823,0.047661,-0.77893,1.5713,0.047661
-1.8985,4.4415,0,-1.3071,0.049285,-0.88092,1.5982,0.049285
-2.2503,4.5982,0,-1.5855,0.055403,-0.91746,1.5019,0.055403
-2.2402,5.0773,0,-1.5915,0.05406,-0.81548,1.475,0.05406
-2.5558,5.2007,0,-1.8513,0.058707,-0.84386,1.4038,0.058707
-2.5256,5.6523,0,-1.8512,0.056204,-0.75845,1.3827,0.056204
2.8178,1.6352,0,1.8404,0.081449,1.3267,2.11,0.081449
2.9437,1.5005,0,1.9124,0.085941,1.3996,2.079,0.085941
2.7708,1.3171,0,1.8109,0.079993,1.4365,2.1553,0.079993
2.6523,1.4427,0,1.7441,0.075683,1.3636,2.1862,0.075683
3.1387,1.735,0,2.0332,0.092118,1.3534,1.994,0.092118
3.122,1.3295,0,2.0152,0.092231,1.49,2.03,0.092231
3.0582,0.93275,0,1.9728,0.090448,1.6284,2.076,0.090448
2.9073,1.1232,0,1.8875,0.084984,1.5349,2.1203,0.084984
2.6853,0.93621,0,1.7625,0.0769,1.5776,2.2156,0.0769
2.5584,1.1141,0,1.6926,0.072149,1.4792,2.2506,0.072149
3.1966,4.3098,0,2.2055,0.082591,0.73584,1.6872,0.082591
3.6472,4.0786,0,2.5042,0.095252,0.86075,1.6286,0.095252
3.3797,3.5593,0,2.2745,0.092108,0.91371,1.7412,0.092107
2.9834,3.7648,0,2.02,0.080286,0.78879,1.7997,0.080286
3.9543,4.5994,0,2.7835,0.097562,0.81955,1.5193,0.097562
4.3883,4.2204,0,3.0692,0.10992,0.94485,1.4689,0.10992
4.0367,3.7488,0,2.7544,0.10685,0.98606,1.5783,0.10685
4.3831,3.4119,0,2.9772,0.11716,1.1015,1.5244,0.11716
4.0691,3.0276,0,2.7139,0.11293,1.1453,1.6257,0.11293
3.751,3.3277,0,2.5134,0.10313,1.0299,1.6795,0.10313
3.4905,2.8957,0,2.3056,0.098735,1.0855,1.7846,0.098735
3.1567,3.1045,0,2.0966,0.088337,0.96931,1.8462,0.088337
2.3891,0.29617,0,1.6096,0.064957,1.8456,2.3652,0.064957
2.6071,0.54946,0,1.7213,0.073813,1.7403,2.2671,0.073813
2.8451,0.3911,0,1.8501,0.082915,1.83,2.1779,0.082915
2.6118,0.13589,0,1.7247,0.073924,1.9353,2.276,0.073924
2.4545,0.72679,0,1.6399,0.067882,1.6375,2.3193,0.067882
2.8496,0.74408,0,1.8532,0.083039,1.6803,2.1634,0.083039
3.2127,0.73984,0,2.0613,0.095949,1.7167,2.0273,0.095949
2.9954,0.56195,0,1.9345,0.088414,1.7687,2.1148,0.088414
3.1513,0.43694,0,2.0232,0.094005,1.8283,2.059,0.094005
2.9945,0.26654,0,1.9331,0.08845,1.8896,2.1221,0.08845
6.1906,-4.9881,0,4.7291,0.12179,3.0258,1.1074,0.12179
6.9396,-5.1966,0,5.5096,0.11917,3.025,0.98679,0.11917
6.887,-6.1593,0,5.6755,0.10095,3.1493,0.98581,0.10095
6.2241,-4.1895,0,4.6214,0.13356,2.899,1.1098,0.13356
6.9086,-4.3591,0,5.317,0.13264,2.9049,0.98556,0.13264
7.7955,-5.3696,0,6.4671,0.11071,3.0309,0.86501,0.11071
0.31545,-2.2004,0,0.28724,0.0023507,4.1938,2.5792,0.0023507
0.45348,-1.7153,0,0.40184,0.004303,4.0263,2.7483,0.004303
0.64717,-2.0389,0,0.52859,0.0098815,3.8854,2.6228,0.0098815
0.33521,-1.3855,0,0.31944,0.0013142,4.1369,2.8743,0.0013142
0.50934,-1.3523,0,0.4684,0.0034117,3.8895,2.874,0.0034117
0.67441,-1.6219,0,0.57351,0.0084079,3.7704,2.759,0.0084079
0.66,2.0256,0,0.53823,0.010148,0.12795,2.6259,0.010148
0.45885,1.7076,0,0.40631,0.0043789,-0.019343,2.7508,0.0043789
0.32181,2.1922,0,0.29194,0.0024893,-0.18804,2.5822,0.0024893
0.68083,1.6049,0,0.57961,0.0084346,0.24103,2.7637,0.0084346
0.51169,1.3481,0,0.47071,0.0034152,0.11481,2.8753,0.0034152
0.33688,1.3822,0,0.32098,0.0013255,-0.13415,2.8755,0.0013255
2.3242,-3.8784,0,1.5899,0.061193,3.4007,1.9064,0.061193
2.1842,-3.4065,0,1.484,0.058354,3.3568,2.0171,0.058354
2.4785,-3.293,0,1.6677,0.067571,3.2435,1.9767,0.067571
2.6585,-3.7528,0,1.8034,0.071258,3.2874,1.866,0.071258
1.8611,-3.4459,0,1.2799,0.048436,3.4742,2.0683,0.048436
1.7716,-2.9906,0,1.2204,0.045935,3.4194,2.1817,0.045935
2.0564,-2.9511,0,1.3964,0.055007,3.302,2.1304,0.055007
1.9511,-2.562,0,1.332,0.051587,3.2424,2.2321,0.051587
2.1939,-2.5155,0,1.478,0.059654,3.1396,2.179,0.059654
2.3266,-2.9035,0,1.5625,0.063674,3.1992,2.0773,0.063674
2.5622,-2.786,0,1.7058,0.071368,3.0983,2.0385,0.071368
2.7412,-3.1637,0,1.8305,0.075893,3.1426,1.9379,0.075893
9.8223,-1.2311,0,9.0784,0.061986,2.7581,0.1912,0.061986
9.5903,-0.56662,0,9.1848,0.03379,2.7479,0.088144,0.03379
8.9933,-1.3135,0,8.0384,0.079576,2.6642,0.25599,0.079576
8.5521,-0.82865,0,7.8222,0.060824,2.6116,0.17789,0.060824
6.6107,0.14327,0,6.2254,0.032107,1.7676,0.094946,0.032107
7.2557,0.45229,0,6.5243,0.060945,1.6361,0.18653,0.060945
7.2726,0.27553,0,6.8782,0.032861,1.5685,0.091598,0.032861
7.2201,0.54346,0,6.1944,0.085473,1.7013,0.2867,0.085473
7.9734,0.94876,0,6.9474,0.0855,1.5024,0.27597,0.0855
8.2024,0.73465,0,7.4694,0.061081,1.4407,0.17851,0.061081
0.52691,-3.8712,0,0.41863,0.0090233,4.0697,2.0871,0.0090233
0.16121,-3.9315,0,0.17383,0.0010522,4.2327,2.0608,0.0010522
0.15476,-3.1852,0,0.17127,0.0013753,4.2774,2.2595,0.0013753
0.90677,-4.4849,0,0.67379,0.019415,3.9316,1.9352,0.019415
0.5205,-4.4567,0,0.41527,0.008769,4.0716,1.9471,0.008769
0.5576,-5.0261,0,0.44347,0.009511,4.0557,1.8252,0.009511
0.18782,-5.0301,0,0.18975,0.00016103,4.1729,1.8165,0.00016103
0.20798,-4.4603,0,0.20451,0.00028924,4.1888,1.9385,0.00028924
-0.12565,-4.5496,0,-0.023536,0.0085094,4.3075,1.8979,0.0085094
-0.11882,-4.0067,0,-0.01606,0.0085634,4.3513,2.0202,0.0085634
0.16309,3.1694,0,0.17695,0.0011553,-0.27335,2.2646,0.0011553
0.16821,3.9136,0,0.17857,0.00086313,-0.23043,2.0657,0.00086313
0.54275,3.8636,0,0.42911,0.0094694,-0.062582,2.089,0.0094694
-0.11149,3.9744,0,-0.010956,0.0083782,-0.35112,2.0286,0.0083782
-0.12537,4.5134,0,-0.023103,0.0085223,-0.31024,1.9056,0.0085223
0.20808,4.4416,0,0.20461,0.0002894,-0.18955,1.9427,0.0002894
0.17606,5.008,0,0.18169,0.00046904,-0.17751,1.8205,0.00046904
0.55435,5.025,0,0.44123,0.0094267,-0.056729,1.8254,0.0094267
0.52819,4.455,0,0.42043,0.0089803,-0.068775,1.9475,0.0089803
0.93408,4.4972,0,0.69214,0.020162,0.077622,1.9315,0.020162
-1.4907,-3.4739,0,-1.0025,0.040688,5.0292,1.7922,0.040688
-1.8219,-3.5149,0,-1.2581,0.046983,5.1119,1.6699,0.046983
-1.6392,-3.034,0,-1.1411,0.041507,5.2254,1.7454,0.041507
-1.9056,-4.0273,0,-1.3114,0.049517,4.9849,1.6233,0.049517
-2.3453,-4.1472,0,-1.6587,0.057215,5.0427,1.492,0.057215
-2.1899,-3.5866,0,-1.5491,0.053407,5.1697,1.5385,0.053407
-2.7461,-3.5651,0,-2.0079,0.061516,5.2534,1.3511,0.061516
-2.3604,-2.8961,0,-1.7485,0.050988,5.4122,1.4157,0.050988
-1.9435,-2.9547,0,-1.3952,0.045693,5.3285,1.6031,0.045693
-1.6356,-2.4482,0,-1.2034,0.036015,5.4571,1.7024,0.036015
-1.6055,3.0079,0,-1.1162,0.040776,-1.2251,1.7604,0.040776
-1.777,3.4786,0,-1.2242,0.046059,-1.1118,1.6871,0.046059
-1.4519,3.4339,0,-0.97407,0.039823,-1.0289,1.8092,0.039823
-1.6147,2.4364,0,-1.1875,0.035595,-1.457,1.7129,0.035595
-1.9089,2.9354,0,-1.3687,0.045016,-1.3283,1.6172,0.045016
-2.3254,2.8841,0,-1.7208,0.050389,-1.4122,1.4284,0.050389
-2.6915,3.5422,0,-1.9637,0.060656,-1.2541,1.3668,0.060656
-2.139,3.5531,0,-1.5095,0.052457,-1.1702,1.5556,0.052457
-2.2803,4.0983,0,-1.6069,0.056114,-1.0438,1.5113,0.056114
-1.8499,3.9753,0,-1.2685,0.048444,-0.98538,1.6427,0.048444
2.7833,3.2315,0,1.8603,0.076917,0.85264,1.9182,0.076917
2.4081,3.3461,0,1.6245,0.065295,0.72455,1.9827,0.065295
2.5537,3.8876,0,1.7411,0.067721,0.6607,1.8642,0.067721
2.9515,2.6424,0,1.9442,0.083938,1.0405,1.9557,0.083938
2.6186,2.7622,0,1.7402,0.073201,0.92382,2.0277,0.073201
2.4345,2.23,0,1.6203,0.067845,1.0252,2.1587,0.067845
2.1138,2.2941,0,1.4312,0.056882,0.89867,2.2404,0.056882
2.2526,2.822,0,1.5158,0.061407,0.7973,2.1094,0.061407
1.9074,2.8814,0,1.3043,0.050264,0.65893,2.1769,0.050264
2.011,3.4042,0,1.3741,0.053075,0.58618,2.0503,0.053075
1.4191,-0.45896,0,1.1559,0.021933,2.4193,2.7849,0.021933
1.1779,-0.44122,0,1.0536,0.010365,2.4993,2.8976,0.010365
1.8224,-0.71788,0,1.3253,0.041427,2.4865,2.582,0.041427
1.5596,-0.69585,0,1.2027,0.029736,2.5565,2.6972,0.029736
1.6919,-0.96432,0,1.2489,0.036914,2.6835,2.6071,0.036914
1.454,-0.92337,0,1.1336,0.026694,2.7637,2.7095,0.026694
1.3307,-0.67101,0,1.0981,0.019382,2.6366,2.7996,0.019382
1.1099,-0.62508,0,0.99859,0.0092719,2.7255,2.902,0.0092719
4.3581,0.22895,0,2.7906,0.13062,1.9324,1.632,0.13062
4.0527,0.14335,0,2.5822,0.12254,1.9551,1.7369,0.12254
3.9501,0.48514,0,2.5172,0.11941,1.8451,1.7699,0.11941
4.4508,-0.17353,0,2.8554,0.13295,2.0504,1.6007,0.13295
4.1986,-0.59307,0,2.685,0.12613,2.1797,1.6835,0.12613
4.1271,-0.20754,0,2.6323,0.12457,2.064,1.711,0.12457
3.824,-0.2408,0,2.4331,0.11591,2.0792,1.8164,0.11591
3.7529,0.088568,0,2.3871,0.11382,1.9703,1.8424,0.11382
-3.7714,5.9306,0,-2.9454,0.06883,-0.85205,1.1626,0.06883
-3.1123,5.188,0,-2.3142,0.066508,-0.91913,1.293,0.066508
-3.3872,4.6202,0,-2.5298,0.07145,-1.0592,1.2329,0.07145
-2.9288,5.5869,0,-2.1825,0.062195,-0.8248,1.3152,0.062195
-2.726,4.853,0,-1.9774,0.062381,-0.93823,1.3816,0.062381
-2.7127,4.2834,0,-1.9575,0.062927,-1.0645,1.391,0.062927
-3.4743,-4.6627,0,-2.6063,0.072334,5.0571,1.2148,0.072334
-3.2011,-5.2598,0,-2.3938,0.067273,4.9151,1.2742,0.067273
-3.8605,-6.0056,0,-3.0333,0.068933,4.8473,1.1474,0.068933
-2.7869,-4.3304,0,-2.0189,0.063998,5.0628,1.372,0.063998
-2.8116,-4.9195,0,-2.0505,0.063424,4.9359,1.3611,0.063424
-3.0116,-5.6789,0,-2.2589,0.062728,4.819,1.2967,0.062728
-2.5226,6.7996,0,-1.9394,0.048602,-0.59341,1.2987,0.048602
-3.1918,6.9679,0,-2.537,0.054571,-0.65143,1.2052,0.054571
-3.0518,7.8614,0,-2.5203,0.044292,-0.53789,1.1658,0.044292
-2.6029,6.1548,0,-1.9509,0.054333,-0.69071,1.3361,0.054333
-3.0662,6.103,0,-2.3398,0.060537,-0.757,1.2685,0.060537
-4.0731,6.8276,0,-3.3245,0.062388,-0.74652,1.0994,0.062388
-3.0883,-7.9608,0,-2.5666,0.043479,4.5318,1.1559,0.043479
-3.2506,-7.0715,0,-2.6015,0.054094,4.6447,1.1923,0.054094
-2.5642,-6.9089,0,-1.9849,0.048274,4.5857,1.2852,0.048274
-4.1523,-6.9084,0,-3.4102,0.061841,4.7418,1.0872,0.061841
-3.1392,-6.2017,0,-2.4116,0.060632,4.7503,1.2526,0.060632
-2.662,-6.2595,0,-2.0088,0.054433,4.6836,1.3202,0.054433
-3.7215,1.8228,0,-3.1071,0.051193,-1.6462,0.68918,0.051193
-3.4135,1.2461,0,-2.9956,0.034818,-1.7652,0.54983,0.034818
-4.0028,1.3256,0,-3.468,0.044562,-1.6709,0.46814,0.044562
-4.3757,1.994,0,-3.6404,0.061272,-1.552,0.60749,0.061272
-2.7764,1.0771,0,-2.5464,0.019162,-1.88,0.63477,0.019162
-3.038,0.68153,0,-2.8508,0.015599,-1.8852,0.36505,0.015599
-3.1909,0.26986,0,-3.0825,0.0090322,-1.8632,0.13063,0.0090322
-3.7171,0.87845,0,-3.345,0.031009,-1.7484,0.34569,0.031009
-4.2227,0.9789,0,-3.7618,0.03841,-1.6577,0.31904,0.03841
-4.5508,1.4997,0,-3.9112,0.053306,-1.5803,0.44149,0.053306
-4.3863,-1.9552,0,-3.6578,0.060708,5.5556,0.59519,0.060708
-3.9919,-1.2881,0,-3.4685,0.04362,5.6757,0.45698,0.04362
-3.4115,-1.2237,0,-3.0001,0.034283,5.7682,0.54106,0.034283
-3.7351,-1.8015,0,-3.1236,0.050964,5.648,0.67927,0.050964
-4.5346,-1.4489,0,-3.9095,0.052092,5.5862,0.42882,0.052092
-4.1997,-0.94316,0,-3.7525,0.03727,5.6626,0.30944,0.03727
-3.7024,-0.85333,0,-3.3399,0.030205,5.7522,0.33759,0.030205
-3.1832,-0.26211,0,-3.0781,0.0087561,5.8648,0.1273,0.0087561
-3.0312,-0.67004,0,-2.8484,0.015231,5.8874,0.36029,0.015231
-2.7783,-1.0703,0,-2.55,0.019025,5.8808,0.63077,0.019025
1.5935,-3.9747,0,1.1175,0.039673,3.6478,1.9949,0.039673
1.6764,-4.5366,0,1.1871,0.040777,3.681,1.8711,0.040777
1.2633,-4.514,0,0.91151,0.029316,3.8106,1.9105,0.029316
1.971,-3.9641,0,1.3626,0.050698,3.5205,1.947,0.050698
2.482,-4.4208,0,1.722,0.063333,3.4429,1.7898,0.063333
2.0748,-4.5135,0,1.4525,0.051858,3.5627,1.8304,0.051858
2.1732,-5.1109,0,1.5514,0.051818,3.603,1.7165,0.051818
1.713,-5.1276,0,1.2347,0.039863,3.7213,1.7572,0.039863
1.3133,4.5398,0,0.94533,0.030663,0.20409,1.9016,0.030663
1.7688,4.5707,0,1.25,0.043237,0.3433,1.8551,0.043237
1.6897,3.9817,0,1.1801,0.042465,0.38462,1.9817,0.042465
1.7889,5.1919,0,1.2898,0.04159,0.2936,1.7395,0.04159
2.3157,5.1997,0,1.6564,0.054942,0.42166,1.6867,0.054942
2.2242,4.5642,0,1.5556,0.055717,0.47136,1.8023,0.055717
2.7161,4.4845,0,1.8857,0.069204,0.60417,1.7439,0.069204
2.129,3.9663,0,1.4657,0.055271,0.52789,1.9226,0.055271
2.97,0.07392,0,1.9191,0.087575,1.969,2.1335,0.087575
2.9214,-0.21294,0,1.8921,0.085778,2.0904,2.1513,0.085778
2.5688,-0.11685,0,1.7023,0.072212,2.0566,2.2938,0.072212
3.2288,0.23965,0,2.0676,0.096765,1.9078,2.0331,0.096765
3.2021,0.032909,0,2.0517,0.095868,1.9872,2.0445,0.095868
3.4877,0.040203,0,2.2219,0.10548,1.9856,1.9382,0.10548
3.5186,-0.24883,0,2.2413,0.10643,2.0883,1.9258,0.10643
3.2316,-0.23377,0,2.0692,0.096863,2.0899,2.0321,0.096863
3.2556,-0.54481,0,2.085,0.097553,2.207,2.0174,0.097553
2.9438,-0.49475,0,1.9051,0.086557,2.2075,2.1366,0.086557
1.4782,2.4066,0,1.0493,0.035745,0.58753,2.3774,0.035745
1.3899,1.9659,0,1.015,0.03124,0.67444,2.507,0.03124
1.7843,2.394,0,1.2344,0.045821,0.73639,2.3082,0.045821
1.9217,1.8626,0,1.3284,0.049436,0.97467,2.3759,0.049436
1.6358,1.9512,0,1.1612,0.039551,0.8124,2.4437,0.039551
1.4981,1.5791,0,1.1032,0.032915,0.89189,2.5664,0.032915
1.2788,0.33267,0,1.1056,0.014437,1.6526,2.861,0.014437
1.733,0.55421,0,1.2905,0.036869,1.5975,2.6355,0.036869
1.8337,0.34517,0,1.3433,0.040871,1.7609,2.6043,0.040871
1.672,0.73836,0,1.2529,0.034926,1.4539,2.644,0.034926
1.9631,0.94775,0,1.3848,0.048191,1.4184,2.4994,0.048191
2.0363,0.7254,0,1.4284,0.050658,1.5621,2.491,0.050658
2.314,0.93918,0,1.5641,0.062491,1.5099,2.3598,0.062491
2.1632,0.54066,0,1.4947,0.055708,1.6897,2.4504,0.055708
1.3588,-2.0849,0,0.98975,0.030755,3.3835,2.4848,0.030755
1.4148,-2.5145,0,1.007,0.033979,3.4731,2.364,0.033979
1.5256,-1.7846,0,1.1057,0.03499,3.1809,2.5125,0.03499
1.6087,-2.1609,0,1.1365,0.039347,3.2735,2.4043,0.039347
1.8494,-2.1731,0,1.278,0.047617,3.1665,2.3371,0.047617
1.685,-2.5427,0,1.1716,0.042783,3.3494,2.2993,0.042783
-0.50695,-1.9486,0,-0.33329,0.014471,5.077,2.4514,0.014471
-0.67287,-2.2221,0,-0.44219,0.019224,5.0934,2.3027,0.019224
-0.3344,-1.9918,0,-0.19865,0.011313,4.8786,2.5248,0.011313
-0.47873,-2.2222,0,-0.29498,0.015312,4.929,2.4001,0.015312
-0.42851,-2.4753,0,-0.24701,0.015124,4.7992,2.3543,0.015124
-0.5894,-2.6951,0,-0.35659,0.019401,4.8489,2.2434,0.019401
-0.62918,-2.4096,0,-0.39792,0.019271,4.9786,2.2892,0.019271
-0.75904,-2.6072,0,-0.48531,0.022811,4.9931,2.1923,0.022811
-0.66201,2.207,0,-0.43485,0.01893,-1.0917,2.3114,0.01893
-0.49995,1.9389,0,-0.32858,0.014281,-1.0747,2.4576,0.014281
-0.74278,2.582,0,-0.47437,0.022368,-0.99201,2.2041,0.022368
-0.61714,2.3901,0,-0.38991,0.018936,-0.97719,2.2988,0.018936
-0.57656,2.6708,0,-0.34806,0.019042,-0.84781,2.2536,0.019042
-0.41891,2.4582,0,-0.24062,0.014857,-0.79681,2.3621,0.014857
-0.46983,2.2089,0,-0.289,0.015069,-0.92619,2.4074,0.015069
